date,air_pressure_DAYMAX,air_temp_DAYMAX,avg_wind_speed_DAYMAX,max_wind_speed_DAYMAX,relative_humidity_DAYMAX,air_pressure_DAYMIN,air_temp_DAYMIN,avg_wind_speed_DAYMIN,max_wind_speed_DAYMIN,rain_accumulation_DAYMIN,rain_duration_DAYMIN,relative_humidity_DAYMIN,air_pressure_9am,air_temp_9am,avg_wind_direction_9am,avg_wind_speed_9am,max_wind_direction_9am,max_wind_speed_9am,rain_accumulation_9am,rain_duration_9am,relative_humidity_9am,air_pressure_3pm,air_temp_3pm,avg_wind_direction_3pm,avg_wind_speed_3pm,max_wind_direction_3pm,max_wind_speed_3pm,relative_humidity_3pm
2011-09-21,916.6,82.94,5.7,6.6,48.1,914.7,71.6,0.0,0.1,341.34,18874.0,20.7,915.8900000000003,82.39999999999979,210.7,0.4100000000000129,220.5,0.6399999999999915,0.0,0.0,22.980000000000043,915.82,75.27199999999985,214.1,3.8700000000000117,225.4,4.549999999999991,45.72000000000007
2011-09-22,918.1,91.22,4.4,5.4,51.5,915.6,71.78,0.1,0.2,341.34,18874.0,4.9,917.590000000001,82.66999999999986,170.9,1.610000000000015,183.4,2.109999999999991,0.0,0.0,13.879999999999981,916.8500000000001,81.57199999999989,210.3,1.520000000000016,152.7,1.8199999999999907,22.870000000000015
2011-09-23,919.5,86.18,6.6,7.6,63.8,917.0,70.16,0.0,0.1,341.34,18874.0,16.7,919.1700000000013,79.98799999999979,167.0,2.2700000000000196,183.7,2.969999999999993,0.0,0.0,22.23999999999999,917.8300000000002,78.40399999999975,187.6,3.11000000000002,203.7,3.6199999999999917,43.80999999999999
2011-09-24,917.8,72.68,7.0,7.7,73.9,915.4,60.98,0.2,0.4,341.39,19144.0,24.5,917.4000000000003,70.32199999999973,176.2,2.740000000000018,184.0,3.1899999999999875,0.04999999999972715,270.0,49.43000000000005,916.3700000000002,69.06199999999976,194.5,5.200000000000019,199.9,5.709999999999987,52.40000000000007
2011-09-25,917.0,65.3,7.2,7.9,91.5,914.5,50.9,0.1,0.1,341.39,19144.0,31.2,916.5800000000011,52.123999999999796,182.5,1.6700000000000164,206.3,2.0199999999999876,0.0,0.0,90.66000000000008,915.7400000000009,63.94999999999975,212.0,4.060000000000017,223.3,4.799999999999988,63.42000000000005
2011-09-26,916.4,73.94,5.8,8.4,91.9,914.3,52.34,0.1,0.2,341.39,19144.0,35.4,915.9100000000004,54.19399999999981,73.6,0.7900000000000136,75.6,1.0899999999999896,0.0,0.0,90.81000000000009,914.6500000000012,70.32199999999978,168.5,1.1300000000000125,143.3,1.699999999999989,52.08000000000011
2011-09-27,917.6,85.28,5.6,6.6,49.6,915.3,72.14,0.2,0.4,341.39,19144.0,18.4,917.2200000000012,79.9519999999998,52.8,1.610000000000009,68.6,2.049999999999984,0.0,0.0,23.250000000000064,916.0000000000007,78.94399999999968,218.5,1.4600000000000097,231.8,1.929999999999986,44.27000000000006
2011-09-28,918.4,85.64,7.3,8.3,63.6,916.5,66.02,0.3,0.5,341.39,19144.0,19.6,918.1200000000011,80.54599999999986,49.2,1.8600000000000114,67.3,2.269999999999992,0.0,0.0,24.060000000000077,916.6500000000012,69.79999999999997,199.0,5.140000000000011,207.9,6.079999999999994,59.87000000000013
2011-09-30,918.0,84.92,5.0,5.6,46.6,915.6,69.26,0.1,0.2,341.39,19144.0,5.6,917.5400000000006,77.5040000000001,150.7,0.9600000000000101,207.0,1.5399999999999883,0.0,0.0,35.4900000000001,916.1000000000009,80.61800000000015,273.4,1.0800000000000112,207.8,1.5999999999999865,36.68000000000009
2011-10-01,917.9,82.58,7.0,8.7,45.6,915.8,70.7,0.1,0.3,341.39,19144.0,20.1,917.35,77.75600000000006,40.5,0.9200000000000094,96.7,1.7299999999999867,0.0,0.0,26.3900000000001,916.3299999999999,77.41399999999999,313.5,3.740000000000008,94.1,4.919999999999987,27.330000000000144
2011-10-02,919.5,78.98,5.2,7.0,45.6,916.9,68.18,0.2,0.3,341.39,19144.0,30.9,918.9000000000002,76.87399999999998,343.4,1.280000000000014,147.8,1.6399999999999835,0.0,0.0,32.28000000000015,917.5600000000007,76.24400000000001,315.5,2.2600000000000118,268.2,3.399999999999982,35.730000000000146
2011-10-03,917.7,73.22,6.6,7.3,89.0,915.2,52.52,0.1,0.2,341.39,19144.0,29.7,917.3099999999998,69.36800000000024,72.0,1.3700000000000183,67.9,1.869999999999982,0.0,0.0,37.97000000000012,915.8900000000001,68.30600000000018,223.1,3.730000000000018,241.7,4.449999999999983,49.56000000000007
2011-10-04,916.2,54.32,23.4,25.9,92.0,914.7,49.46,0.2,0.3,341.39,19144.0,81.9,915.630000000001,51.99800000000022,205.7,3.540000000000018,214.5,4.129999999999977,0.0,0.0,88.98000000000013,915.1000000000009,53.582000000000356,232.4,3.1900000000000204,251.3,4.569999999999974,90.9500000000001
2011-10-05,916.0,54.14,19.4,20.4,92.3,910.7,46.76,0.5,0.8,341.51,19504.0,89.9,915.8900000000001,49.80200000000072,187.3,3.790000000000022,198.2,4.629999999999973,0.11999999999989086,360.0,92.12000000000015,912.6700000000016,52.21400000000081,178.6,8.780000000000017,191.0,10.629999999999976,91.70000000000017
2011-10-06,915.3,54.86,10.2,11.6,92.4,912.2,45.32,0.2,0.4,343.52,25264.0,63.1,914.0700000000018,47.04800000000141,319.9,1.6700000000000146,229.9,2.199999999999957,2.0300000000000864,5930.0,92.14000000000016,913.660000000002,52.26800000000141,216.9,6.910000000000016,227.4,8.419999999999956,73.08000000000013
2011-10-07,919.1,62.6,4.5,5.3,81.7,914.9,45.68,0.1,0.1,343.56,25674.0,40.2,918.3000000000008,51.83600000000153,203.5,0.7500000000000113,189.8,1.0099999999999572,0.01999999999998181,240.0,61.38000000000012,917.8400000000008,62.20400000000152,257.1,2.1400000000000086,256.4,3.2799999999999576,51.07000000000011
2011-10-08,919.3,70.34,4.9,5.8,53.8,916.2,56.3,0.1,0.1,343.56,25674.0,23.3,919.0000000000015,63.4640000000015,96.0,0.3500000000000104,105.0,0.5499999999999634,0.0,0.0,28.430000000000025,916.9700000000014,66.34400000000169,280.4,1.9600000000000102,237.2,2.8799999999999617,34.91000000000003
2011-10-09,917.5,72.5,8.5,10.5,34.2,914.2,61.16,0.1,0.3,343.56,25674.0,21.6,917.2300000000017,64.38200000000167,28.0,1.6800000000000075,40.2,2.0899999999999688,0.0,0.0,27.160000000000036,914.8400000000008,69.18800000000155,285.4,3.3700000000000045,316.6,4.7199999999999696,28.840000000000042
2011-10-10,916.5,72.14,4.8,6.3,39.9,914.4,61.52,0.1,0.2,343.56,25674.0,24.5,916.1800000000021,67.74800000000157,51.5,1.3200000000000067,66.2,1.5899999999999648,0.0,0.0,26.75000000000004,915.2100000000021,68.52200000000168,318.9,2.1100000000000056,211.5,3.189999999999969,37.42000000000004
2011-10-11,915.5,78.98,5.9,6.3,38.0,913.8,64.04,0.1,0.2,343.56,25674.0,21.2,915.3000000000008,69.53000000000148,74.5,0.5800000000000085,95.3,0.7499999999999681,0.0,0.0,23.64000000000003,914.0000000000015,77.16200000000143,203.6,2.550000000000006,214.0,3.0699999999999665,31.640000000000036
2011-10-12,916.4,90.68,7.5,8.8,27.2,914.4,74.3,0.2,0.4,343.56,25674.0,12.7,916.1000000000018,82.45400000000119,180.7,1.5900000000000074,210.8,2.369999999999968,0.0,0.0,19.34000000000008,914.6400000000019,89.24000000000122,43.6,3.760000000000012,69.9,5.509999999999968,13.480000000000079
2011-10-13,916.3,89.96,8.6,10.1,21.9,913.7,75.02,0.1,0.2,343.56,25674.0,10.4,916.1400000000019,84.02000000000113,37.5,1.1200000000000034,48.7,1.2999999999999718,0.0,0.0,13.74000000000009,913.8400000000008,83.98400000000109,209.0,5.2200000000000015,219.3,5.9499999999999735,17.450000000000113
2011-10-14,915.8,79.52,6.8,7.1,52.0,913.7,69.08,0.0,0.1,343.56,25674.0,16.1,915.6000000000018,76.28000000000114,188.4,0.8300000000000018,173.8,1.059999999999975,0.0,0.0,21.610000000000113,914.2900000000009,74.17400000000126,199.4,2.1900000000000017,212.9,2.639999999999976,43.05000000000014
2011-10-15,917.1,76.28,5.5,7.0,54.0,914.6,66.38,0.1,0.1,343.56,25674.0,22.3,916.5100000000015,75.4700000000013,137.7,0.4699999999999983,180.5,0.7199999999999829,0.0,0.0,26.94000000000015,915.9000000000011,74.22800000000139,206.2,2.270000000000001,224.0,2.8699999999999823,37.420000000000144
2011-10-16,919.4,80.78,4.3,5.0,49.7,916.7,68.36,0.1,0.2,343.56,25674.0,11.8,918.780000000001,73.1480000000015,36.3,1.0199999999999985,46.7,1.2399999999999802,0.0,0.0,26.27000000000014,918.2000000000022,78.45800000000142,243.6,1.2499999999999987,255.5,1.9399999999999835,29.890000000000168
2011-10-17,920.7,78.8,6.3,6.9,39.1,918.5,69.98,0.2,0.3,343.56,25674.0,15.8,920.5300000000016,73.72400000000151,24.9,0.7499999999999982,48.2,0.959999999999984,0.0,0.0,27.35000000000022,918.9500000000013,75.8480000000015,217.1,3.729999999999997,228.1,4.429999999999986,29.95000000000025
2011-10-18,919.7,79.7,5.3,5.9,53.0,916.2,69.8,0.3,0.5,343.56,25674.0,20.4,919.650000000002,77.03600000000148,70.6,1.7099999999999973,85.5,2.129999999999984,0.0,0.0,22.07000000000023,917.4000000000011,79.08800000000143,214.4,2.730000000000002,230.1,3.2799999999999834,32.13000000000024
2011-10-19,916.2,79.52,4.1,5.0,56.2,914.5,65.12,0.1,0.2,343.56,25674.0,14.4,916.1400000000019,73.8320000000013,17.3,0.8100000000000012,46.2,1.0499999999999836,0.0,0.0,25.650000000000215,914.7900000000009,70.7360000000013,275.4,1.230000000000002,252.0,1.8099999999999838,28.00000000000022
2011-10-20,918.2,69.26,6.7,7.8,91.5,914.8,52.16,0.1,0.2,343.56,25674.0,24.3,916.4900000000014,67.29800000000137,166.1,2.460000000000003,183.1,3.1699999999999853,0.0,0.0,25.52000000000024,916.3000000000008,63.734000000001366,200.9,3.9600000000000057,212.6,4.7299999999999836,57.18000000000021
2011-10-21,919.4,71.96,7.0,8.0,91.9,917.2,50.0,0.1,0.2,343.56,25674.0,24.5,919.1000000000018,64.32800000000168,26.9,2.080000000000004,40.3,2.50999999999998,0.0,0.0,31.11000000000022,918.2000000000022,67.8020000000017,207.8,1.4700000000000046,201.6,1.9899999999999813,55.14000000000019
2011-10-22,920.1,84.02,5.6,6.7,35.1,917.3,70.16,0.1,0.3,343.56,25674.0,22.1,919.8000000000008,75.27200000000164,65.6,2.1700000000000097,82.2,2.919999999999984,0.0,0.0,27.300000000000175,917.8400000000008,79.73600000000158,222.7,1.4600000000000093,94.8,1.8299999999999834,27.7000000000002
2011-10-23,918.6,82.76,5.0,5.8,48.8,916.4,69.26,0.1,0.2,343.56,25674.0,14.8,918.3000000000008,78.85400000000155,88.4,1.2700000000000098,108.4,1.7599999999999827,0.0,0.0,15.770000000000172,916.5700000000018,73.38200000000161,214.0,2.5100000000000087,220.2,2.999999999999982,44.520000000000195
2011-10-24,919.1,72.86,6.4,7.1,91.4,916.8,52.34,0.1,0.2,343.56,25674.0,19.6,918.7700000000011,68.64800000000155,160.3,0.9600000000000118,198.4,1.3199999999999843,0.0,0.0,34.080000000000204,917.5000000000015,65.66000000000152,190.0,2.8500000000000134,201.2,3.4699999999999847,63.10000000000018
2011-10-25,920.0,57.2,18.0,20.0,91.9,916.8,48.2,0.1,0.2,344.18,26254.0,65.0,919.2300000000017,52.84400000000149,205.6,3.260000000000017,214.5,3.6799999999999855,0.6199999999995498,580.0,80.93000000000018,917.6400000000019,55.40000000000147,257.4,2.0100000000000153,289.7,2.8499999999999908,71.77000000000018
2011-10-26,918.3,60.26,6.5,7.7,92.2,915.8,48.92,0.1,0.2,344.18,26254.0,15.5,918.1000000000018,49.94600000000239,124.3,0.6500000000000175,144.1,0.9999999999999923,0.0,0.0,91.87000000000015,916.4800000000014,57.50600000000229,309.8,1.7800000000000167,229.5,2.35999999999999,67.64000000000017
2011-10-27,918.4,67.1,8.9,11.0,34.8,916.2,53.78,0.2,0.4,344.18,26254.0,12.2,917.4400000000012,58.51400000000234,55.1,4.4800000000000155,69.6,5.679999999999987,0.0,0.0,13.880000000000184,916.3400000000008,65.46200000000233,292.0,1.5700000000000145,261.6,2.309999999999986,25.930000000000184
2011-10-28,919.9,73.22,6.2,6.9,26.7,916.8,57.2,0.1,0.2,344.18,26254.0,9.7,919.3000000000008,63.60800000000243,171.9,1.8700000000000156,194.0,2.5699999999999847,0.0,0.0,18.530000000000207,918.1000000000018,71.67200000000236,197.9,1.310000000000019,150.0,2.059999999999981,20.020000000000213
2011-10-29,919.8,75.38,6.3,7.4,28.2,917.5,62.78,0.2,0.4,344.18,26254.0,13.1,919.390000000001,67.0640000000023,170.8,2.4400000000000146,190.5,3.069999999999986,0.0,0.0,20.18000000000024,917.7900000000009,73.1660000000023,274.4,1.6800000000000133,260.9,2.2699999999999863,25.14000000000025
2011-10-30,920.1,78.8,6.5,8.1,23.2,917.8,66.92,0.1,0.3,344.18,26254.0,8.2,919.4600000000013,71.81600000000228,56.7,3.9400000000000146,74.6,4.989999999999986,0.0,0.0,10.40000000000028,918.3400000000008,75.36200000000231,209.1,4.700000000000015,219.5,5.459999999999986,16.43000000000027
2011-10-31,919.3,77.54,5.7,6.2,22.5,916.2,66.74,0.1,0.3,344.18,26254.0,9.5,918.7000000000022,74.44400000000215,181.0,0.41000000000001247,127.6,0.599999999999987,0.0,0.0,12.720000000000269,916.3000000000008,76.42400000000214,258.6,1.7300000000000118,285.0,2.3799999999999892,15.130000000000269
2011-11-01,916.8,69.44,7.1,8.2,51.0,914.6,64.22,0.2,0.4,344.18,26254.0,12.6,915.6400000000019,66.47000000000217,181.5,4.190000000000009,187.4,4.559999999999986,0.0,0.0,14.71000000000026,914.890000000001,66.3620000000021,188.5,3.6300000000000083,200.8,4.239999999999986,44.50000000000027
2011-11-02,920.5,69.98,10.8,13.1,26.9,916.6,57.56,1.2,1.7,344.18,26254.0,8.9,919.5500000000017,59.09000000000198,49.0,9.340000000000007,58.5,11.039999999999987,0.0,0.0,12.860000000000287,919.4700000000014,69.56600000000192,50.7,4.290000000000004,61.9,5.209999999999983,9.820000000000299
2011-11-03,919.6,67.1,8.3,9.2,91.4,913.5,48.02,0.3,0.4,344.18,26254.0,10.4,918.380000000001,64.16600000000179,195.8,2.2400000000000007,205.0,2.659999999999981,0.0,0.0,16.300000000000292,915.160000000002,62.456000000001815,189.3,4.159999999999998,198.5,4.8199999999999825,56.45000000000029
2011-11-04,913.5,49.46,15.4,18.0,92.6,906.3,39.2,0.3,0.5,344.18,26254.0,84.0,910.4500000000022,47.82200000000098,171.9,6.450000000000005,188.7,8.079999999999986,0.010000000000218279,75.0,91.79000000000026,907.1100000000021,44.74400000000096,199.8,6.31,210.4,7.409999999999982,91.6400000000003
2011-11-05,916.8,52.7,8.6,10.1,92.5,910.3,39.92,0.1,0.3,364.01,54544.0,45.3,915.2200000000012,44.78000000000084,202.3,1.110000000000001,220.9,1.5099999999999787,19.819999999999368,28215.0,73.51000000000029,915.1900000000018,50.05400000000092,217.5,6.139999999999998,228.4,6.999999999999981,62.14000000000033
2011-11-06,917.2,47.84,9.4,17.4,92.5,914.4,40.64,0.3,0.6,364.01,48.0,71.2,917.0000000000015,47.60600000000101,179.2,3.939999999999995,195.89999999999992,4.64999999999999,0.0,0.0,74.63000000000031,914.8000000000008,44.67200000000114,220.7,5.099999999999996,231.6999999999999,6.069999999999987,92.00000000000031
2011-11-07,921.9,52.88,4.3,5.0,92.5,915.9,41.36,0.1,0.2,371.2,918.0,49.0,919.500000000002,46.958000000001206,194.6,1.3299999999999925,219.7999999999999,1.7599999999999898,7.1899999999996,11909.0,76.20000000000032,919.500000000002,48.97400000000123,287.4,1.7699999999999918,315.19999999999993,2.1799999999999837,75.54000000000029
2011-11-08,923.7,59.54,9.6,12.7,56.0,921.4,46.22,0.1,0.2,371.2,918.0,26.7,923.6300000000025,53.74400000000132,54.4,1.2699999999999938,87.6999999999999,1.8099999999999892,0.0,0.0,33.720000000000276,921.500000000002,51.18800000000137,181.4,2.569999999999996,21.39999999999991,3.4499999999999886,47.58000000000029
2011-11-09,924.0,63.32,11.3,13.3,30.6,920.6,49.28,0.7,1.5,371.2,918.0,13.3,923.6100000000024,58.40600000000219,47.7,4.740000000000001,67.09999999999991,6.089999999999986,0.0,0.0,17.98000000000038,920.7000000000025,59.01800000000223,46.5,8.629999999999999,61.59999999999991,10.549999999999983,16.450000000000383
2011-11-10,922.5,65.12,9.7,11.2,23.8,917.1,56.3,0.2,0.4,371.2,918.0,11.8,921.6500000000026,62.870000000002186,56.7,4.79,77.29999999999991,6.129999999999984,0.0,0.0,21.110000000000376,919.0400000000021,60.98000000000225,68.7,2.850000000000004,83.29999999999991,3.629999999999984,20.89000000000038
2011-11-11,917.3,66.92,11.3,12.6,47.0,911.2,51.62,0.0,0.1,371.2,918.0,14.5,915.700000000002,60.51200000000231,79.1,3.680000000000002,88.29999999999991,4.219999999999991,0.0,0.0,16.79000000000038,912.9300000000018,58.26200000000237,187.7,6.729999999999995,195.2999999999999,7.519999999999993,27.880000000000383
2011-11-12,911.9,55.58,10.9,13.7,91.3,908.4,42.98,0.1,0.2,371.21,938.0,21.1,910.9200000000017,48.362000000002375,156.5,5.1699999999999715,177.49999999999991,7.209999999999999,4.970000000000141,10560.0,80.56000000000041,910.040000000002,46.11200000000279,88.5,2.399999999999978,138.5999999999999,3.369999999999988,88.2200000000004
2011-11-13,916.0,62.42,5.8,6.7,82.5,911.1,50.72,0.1,0.2,394.32,30938.0,45.7,914.1300000000025,58.388000000002705,219.9,1.6199999999999757,245.49999999999991,2.1799999999999935,18.150000000000205,19460.0,55.32000000000037,913.6800000000027,55.83200000000265,279.8,2.849999999999975,266.9999999999999,3.7099999999999937,65.3000000000004
2011-11-14,916.8,58.28,7.6,8.0,92.3,914.4,47.12,0.1,0.2,394.32,30938.0,58.2,916.6400000000025,55.25600000000257,139.8,1.0599999999999759,138.0999999999999,1.4899999999999982,0.0,0.0,62.33000000000042,914.4600000000019,49.47800000000261,191.1,3.2199999999999753,197.89999999999992,3.629999999999994,91.12000000000043
2011-11-15,918.7,60.08,5.7,6.2,92.3,916.2,45.68,0.1,0.2,394.32,30938.0,62.8,918.0700000000022,51.710000000002346,242.4,1.1299999999999728,271.5999999999999,1.6299999999999966,0.0,0.0,80.47000000000041,916.9300000000018,55.13000000000238,184.0,0.7399999999999716,200.0999999999999,1.0499999999999976,74.92000000000041
2011-11-16,921.3,66.02,5.4,5.8,87.9,918.1,49.82,0.1,0.2,394.32,30938.0,31.2,920.9000000000017,60.314000000002196,214.5,1.0299999999999747,239.2999999999999,1.2899999999999945,0.0,0.0,62.44000000000041,919.5400000000029,62.25800000000212,52.7,2.549999999999976,59.79999999999991,2.8699999999999957,55.780000000000385
2011-11-17,920.7,66.2,4.5,5.5,53.2,916.2,54.86,0.1,0.2,394.32,30938.0,26.7,919.9700000000026,64.18400000000221,185.5,0.32999999999997354,215.1999999999999,0.589999999999997,0.010000000000331966,10.0,32.700000000000415,916.9500000000025,60.40400000000221,299.3,1.6999999999999722,314.9999999999999,2.1199999999999917,44.240000000000414
2011-11-18,916.2,56.66,11.3,15.7,92.5,913.5,44.42,0.1,0.2,394.33,30948.0,39.3,915.7300000000029,45.73400000000227,182.2,3.2699999999999734,190.0999999999999,3.7999999999999914,0.0,0.0,90.61000000000048,913.9000000000024,48.236000000002484,188.5,2.8199999999999736,201.2999999999999,3.429999999999989,87.29000000000046
2011-11-19,915.1,48.74,14.4,16.1,92.6,912.8,42.44,0.6,1.1,394.33,30948.0,77.3,915.0500000000033,45.446000000002535,194.5,4.389999999999965,208.0999999999999,5.599999999999987,0.190000000000623,470.0,92.35000000000042,913.7100000000037,44.726000000002635,226.1,3.209999999999956,240.89999999999992,4.049999999999991,86.14000000000047
2011-11-20,916.4,50.54,11.8,13.3,92.6,913.6,41.36,0.2,0.3,394.52,31418.0,70.3,916.3100000000024,45.42800000000261,183.1,3.7299999999999507,194.5999999999999,4.5099999999999865,0.0,0.0,86.15000000000046,913.8100000000026,46.130000000002795,158.1,4.419999999999951,184.0999999999999,6.169999999999978,90.58000000000047
2011-11-21,923.4,51.62,4.9,7.4,92.8,915.3,42.44,0.1,0.2,403.41,45958.0,52.2,921.1600000000037,44.29400000000284,277.8,0.8299999999999532,136.49999999999991,1.2799999999999794,8.899999999998613,14730.0,92.41000000000045,921.7700000000028,48.47000000000281,246.1,2.069999999999953,242.2999999999999,2.7199999999999807,76.74000000000045
2011-11-22,924.2,64.4,6.2,6.7,58.4,918.5,48.2,0.1,0.2,403.42,46148.0,14.9,924.1100000000035,55.184000000003074,212.3,1.639999999999954,226.5999999999999,2.089999999999975,0.0,0.0,48.68000000000044,920.7000000000038,58.69400000000303,51.7,2.9799999999999534,58.49999999999991,3.349999999999973,44.040000000000525
2011-11-23,918.7,61.16,7.0,7.6,91.9,915.0,45.14,0.1,0.2,403.42,46148.0,17.2,918.4000000000027,60.74600000000303,166.0,1.9499999999999518,195.39999999999992,2.8999999999999773,0.0,0.0,36.10000000000062,915.4300000000028,53.92400000000309,187.2,3.149999999999952,194.6999999999999,3.5799999999999725,75.59000000000061
2011-11-24,919.5,49.64,6.6,7.5,92.3,914.8,42.62,0.2,0.3,403.42,46148.0,60.9,917.0700000000033,47.10200000000302,162.2,2.0299999999999563,184.0999999999999,2.8999999999999706,0.0,0.0,69.87000000000059,916.5700000000033,46.940000000003366,253.2,2.069999999999958,249.5999999999999,2.7899999999999725,82.61000000000061
2011-11-25,924.3,64.58,5.6,6.0,90.9,919.3,43.16,0.1,0.2,403.42,46148.0,15.6,921.8000000000023,51.260000000003444,156.1,0.8599999999999616,172.1999999999999,1.209999999999972,0.0,0.0,62.920000000000606,921.3000000000023,53.76200000000341,38.4,3.44999999999996,49.79999999999991,3.999999999999976,67.21000000000058
2011-11-26,926.8,73.76,11.5,14.3,18.5,924.1,62.06,0.3,0.7,403.42,46148.0,12.0,926.6100000000035,66.97400000000339,40.1,3.489999999999962,64.6999999999999,4.799999999999986,0.0,0.0,17.630000000000614,924.970000000003,67.01000000000343,56.7,5.229999999999963,71.99999999999991,6.9899999999999896,16.940000000000616
2011-11-27,926.8,72.14,9.8,11.3,16.8,922.9,62.24,0.2,0.4,403.42,46148.0,5.5,926.5200000000032,65.51600000000334,56.9,7.819999999999958,67.3999999999999,9.259999999999987,0.0,0.0,15.480000000000597,924.6400000000036,69.22400000000326,74.7,3.4599999999999596,83.29999999999991,4.099999999999994,12.730000000000596
2011-11-28,923.3,77.72,5.7,6.4,24.3,920.6,66.92,0.1,0.1,403.42,46148.0,4.0,923.1000000000034,75.59600000000339,178.3,0.6299999999999537,205.1999999999999,0.8299999999999901,0.0,0.0,11.880000000000583,920.7500000000031,71.49200000000334,53.0,2.1899999999999533,59.09999999999991,2.4099999999999904,19.81000000000058
2011-11-29,921.3,77.54,4.3,4.6,30.2,919.0,67.64,0.1,0.2,403.42,46148.0,6.9,921.0200000000032,73.70600000000334,70.9,1.8399999999999541,77.99999999999991,2.1199999999999903,0.0,0.0,9.35000000000058,919.1000000000034,72.35600000000336,170.3,1.6499999999999537,185.39999999999992,2.049999999999991,17.390000000000576
2011-11-30,919.0,68.0,15.8,17.5,92.0,907.4,45.14,0.3,0.5,403.42,46148.0,11.4,916.830000000002,64.99400000000328,189.4,4.059999999999954,195.49999999999991,4.669999999999988,0.0,0.0,24.860000000000564,910.2700000000025,53.36600000000326,189.0,9.759999999999952,193.49999999999991,10.339999999999987,45.98000000000053
