time,air_pressure_DAYMAX,air_temp_DAYMAX,avg_wind_direction_DAYMAX,avg_wind_speed_DAYMAX,max_wind_direction_DAYMAX,max_wind_speed_DAYMAX,min_wind_direction_DAYMAX,min_wind_speed_DAYMAX,rain_accumulation_DAYMAX,rain_duration_DAYMAX,relative_humidity_DAYMAX,air_pressure_DAYMIN,air_temp_DAYMIN,avg_wind_direction_DAYMIN,avg_wind_speed_DAYMIN,max_wind_direction_DAYMIN,max_wind_speed_DAYMIN,min_wind_direction_DAYMIN,min_wind_speed_DAYMIN,rain_accumulation_DAYMIN,rain_duration_DAYMIN,relative_humidity_DAYMIN,air_pressure_9am,air_temp_9am,avg_wind_direction_9am,avg_wind_speed_9am,max_wind_direction_9am,max_wind_speed_9am,min_wind_direction_9am,min_wind_speed_9am,rain_accumulation_9am,rain_duration_9am,relative_humidity_9am,air_pressure_3pm,air_temp_3pm,avg_wind_direction_3pm,avg_wind_speed_3pm,max_wind_direction_3pm,max_wind_speed_3pm,min_wind_direction_3pm,min_wind_speed_3pm,rain_accumulation_3pm,rain_duration_3pm,relative_humidity_3pm
2011-09-20,917.4,82.22,359.0,4.4,358.0,5.1,359.0,3.9,341.34,18874.0,45.4,914.9,72.86,0.0,0.0,0.0,0.1,0.0,0.0,341.34,18874.0,21.1,917.0000000000007,77.86399999999973,234.7,0.5200000000000122,250.0,0.7199999999999882,217.7,0.3300000000000118,341.34000000000003,18874.0,30.82000000000008,915.600000000001,78.58399999999969,215.4,2.0800000000000116,228.0,2.5299999999999896,204.7,1.65000000000001,341.34000000000003,18874.0,42.98000000000008
2011-09-21,916.6,82.94,359.0,5.7,359.0,6.6,359.0,5.2,341.34,18874.0,48.1,914.7,71.6,0.0,0.0,0.0,0.1,0.0,0.0,341.34,18874.0,20.7,915.8900000000003,82.39999999999979,210.7,0.4100000000000129,220.5,0.6399999999999915,239.9,0.25000000000000994,341.34000000000003,18874.0,22.980000000000043,915.82,75.27199999999985,214.1,3.8700000000000117,225.4,4.549999999999991,202.0,2.9600000000000124,341.34000000000003,18874.0,45.72000000000007
2011-09-22,918.1,91.22,359.0,4.4,359.0,5.4,359.0,3.7,341.34,18874.0,51.5,915.6,71.78,0.0,0.1,0.0,0.2,0.0,0.0,341.34,18874.0,4.9,917.590000000001,82.66999999999986,170.9,1.610000000000015,183.4,2.109999999999991,158.0,0.9700000000000115,341.34000000000003,18874.0,13.879999999999981,916.8500000000001,81.57199999999989,210.3,1.520000000000016,152.7,1.8199999999999907,344.6,1.2200000000000144,341.34000000000003,18874.0,22.870000000000015
2011-09-23,919.5,86.18,359.0,6.6,357.0,7.6,359.0,5.4,341.39,19144.0,63.8,917.0,70.16,0.0,0.0,1.0,0.1,0.0,0.0,341.34,18874.0,16.7,919.1700000000013,79.98799999999979,167.0,2.2700000000000196,183.7,2.969999999999993,143.3,1.6100000000000132,341.34000000000003,18874.0,22.23999999999999,917.8300000000002,78.40399999999975,187.6,3.11000000000002,203.7,3.6199999999999917,175.4,2.420000000000015,341.34000000000003,18914.0,43.80999999999999
2011-09-24,917.8,72.68,229.0,7.0,277.0,7.7,325.0,6.4,341.39,19144.0,73.9,915.4,60.98,37.0,0.2,87.0,0.4,2.0,0.0,341.39,19144.0,24.5,917.4000000000003,70.32199999999973,176.2,2.740000000000018,184.0,3.1899999999999875,168.3,2.2100000000000177,341.38999999999976,19144.0,49.43000000000005,916.3700000000002,69.06199999999976,194.5,5.200000000000019,199.9,5.709999999999987,189.4,4.610000000000019,341.38999999999976,19144.0,52.40000000000007
2011-09-25,917.0,65.3,359.0,7.2,354.0,7.9,359.0,6.6,341.39,19144.0,91.5,914.5,50.9,1.0,0.1,6.0,0.1,0.0,0.0,341.39,19144.0,31.2,916.5800000000011,52.123999999999796,182.5,1.6700000000000164,206.3,2.0199999999999876,196.0,1.2600000000000153,341.38999999999976,19144.0,90.66000000000008,915.7400000000009,63.94999999999975,212.0,4.060000000000017,223.3,4.799999999999988,200.2,3.0300000000000167,341.38999999999976,19144.0,63.42000000000005
2011-09-26,916.4,73.94,359.0,5.8,359.0,8.4,359.0,4.8,341.39,19144.0,91.9,914.3,52.34,0.0,0.1,0.0,0.2,0.0,0.0,341.39,19144.0,35.4,915.9100000000004,54.19399999999981,73.6,0.7900000000000136,75.6,1.0899999999999896,80.5,0.48000000000001936,341.38999999999976,19144.0,90.81000000000009,914.6500000000012,70.32199999999978,168.5,1.1300000000000125,143.3,1.699999999999989,232.2,0.5700000000000196,341.38999999999976,19144.0,52.08000000000011
2011-09-27,917.6,85.28,358.0,5.6,358.0,6.6,359.0,5.2,341.39,19144.0,49.6,915.3,72.14,0.0,0.2,2.0,0.4,0.0,0.0,341.39,19144.0,18.4,917.2200000000012,79.9519999999998,52.8,1.610000000000009,68.6,2.049999999999984,65.3,1.070000000000025,341.38999999999976,19144.0,23.250000000000064,916.0000000000007,78.94399999999968,218.5,1.4600000000000097,231.8,1.929999999999986,180.8,0.9900000000000251,341.38999999999976,19144.0,44.27000000000006
2011-09-28,918.4,85.64,346.0,7.3,276.0,8.3,359.0,6.5,341.39,19144.0,63.6,916.5,66.02,1.0,0.3,6.0,0.5,1.0,0.1,341.39,19144.0,19.6,918.1200000000011,80.54599999999986,49.2,1.8600000000000114,67.3,2.269999999999992,64.3,1.3400000000000243,341.38999999999976,19144.0,24.060000000000077,916.6500000000012,69.79999999999997,199.0,5.140000000000011,207.9,6.079999999999994,189.4,4.240000000000025,341.38999999999976,19144.0,59.87000000000013
2011-09-29,918.1,78.44,222.0,4.6,270.0,5.9,355.0,4.2,341.39,19144.0,40.8,916.5,66.74,61.0,0.1,81.0,0.2,11.0,0.0,341.39,19144.0,6.1,917.6300000000012,74.8399999999999,172.9,2.0200000000000102,188.9,2.42999999999999,155.7,1.5700000000000272,341.38999999999976,19144.0,23.990000000000112,,,,,,,,,,,
2011-09-30,918.0,84.92,359.0,5.0,359.0,5.6,359.0,4.4,341.39,19144.0,46.6,915.6,69.26,0.0,0.1,0.0,0.2,0.0,0.0,341.39,19144.0,5.6,917.5400000000006,77.5040000000001,150.7,0.9600000000000101,207.0,1.5399999999999883,114.4,0.4200000000000288,341.38999999999976,19144.0,35.4900000000001,916.1000000000009,80.61800000000015,273.4,1.0800000000000112,207.8,1.5999999999999865,226.7,0.6400000000000295,341.38999999999976,19144.0,36.68000000000009
2011-10-01,917.9,82.58,359.0,7.0,359.0,8.7,359.0,5.5,341.39,19144.0,45.6,915.8,70.7,0.0,0.1,0.0,0.3,0.0,0.0,341.39,19144.0,20.1,917.35,77.75600000000006,40.5,0.9200000000000094,96.7,1.7299999999999867,316.3,0.34000000000002917,341.38999999999976,19144.0,26.3900000000001,916.3299999999999,77.41399999999999,313.5,3.740000000000008,94.1,4.919999999999987,329.4,2.2900000000000276,341.38999999999976,19144.0,27.330000000000144
2011-10-02,919.5,78.98,359.0,5.2,359.0,7.0,359.0,4.0,341.39,19144.0,45.6,916.9,68.18,0.0,0.2,0.0,0.3,0.0,0.0,341.39,19144.0,30.9,918.9000000000002,76.87399999999998,343.4,1.280000000000014,147.8,1.6399999999999835,324.7,0.8800000000000322,341.38999999999976,19144.0,32.28000000000015,917.5600000000007,76.24400000000001,315.5,2.2600000000000118,268.2,3.399999999999982,291.8,1.3300000000000305,341.38999999999976,19144.0,35.730000000000146
2011-10-03,917.7,73.22,359.0,6.6,359.0,7.3,359.0,5.9,341.39,19144.0,89.0,915.2,52.52,0.0,0.1,0.0,0.2,0.0,0.0,341.39,19144.0,29.7,917.3099999999998,69.36800000000024,72.0,1.3700000000000183,67.9,1.869999999999982,300.5,0.9600000000000284,341.38999999999976,19144.0,37.97000000000012,915.8900000000001,68.30600000000018,223.1,3.730000000000018,241.7,4.449999999999983,207.2,2.9000000000000266,341.38999999999976,19144.0,49.56000000000007
2011-10-04,916.2,54.32,359.0,23.4,359.0,25.9,358.0,21.6,341.51,19504.0,92.0,914.7,49.46,4.0,0.2,0.0,0.3,0.0,0.0,341.39,19144.0,81.9,915.630000000001,51.99800000000022,205.7,3.540000000000018,214.5,4.129999999999977,195.4,2.960000000000028,341.38999999999976,19144.0,88.98000000000013,915.1000000000009,53.582000000000356,232.4,3.1900000000000204,251.3,4.569999999999974,203.8,1.7900000000000271,341.50999999999965,19494.0,90.9500000000001
2011-10-05,916.0,54.14,311.0,19.4,353.0,20.4,298.0,17.8,343.52,25264.0,92.3,910.7,46.76,77.0,0.5,1.0,0.8,35.0,0.2,341.51,19504.0,89.9,915.8900000000001,49.80200000000077,187.3,3.790000000000022,198.2,4.629999999999973,176.2,2.930000000000029,341.50999999999965,19504.0,92.12000000000015,912.6700000000006,52.21400000000078,178.6,8.780000000000017,191.0,10.629999999999976,164.9,6.930000000000031,341.5399999999994,19564.0,91.70000000000016
2011-10-06,915.3,54.86,356.0,10.2,359.0,11.6,357.0,9.3,343.56,25674.0,92.4,912.2,45.32,0.0,0.2,0.0,0.4,0.0,0.0,343.52,25264.0,63.1,914.0700000000008,47.04800000000139,319.9,1.6700000000000146,229.9,2.199999999999957,301.2,1.2300000000000308,343.5399999999998,25434.0,92.14000000000014,913.6600000000011,52.26800000000138,216.9,6.910000000000016,227.4,8.419999999999956,207.5,5.380000000000032,343.5599999999998,25674.0,73.08000000000011
2011-10-07,919.1,62.6,359.0,4.5,359.0,5.3,359.0,4.1,343.56,25674.0,81.7,914.9,45.68,0.0,0.1,0.0,0.1,0.0,0.0,343.56,25674.0,40.2,918.2999999999998,51.83600000000151,203.5,0.7500000000000113,189.8,1.0099999999999572,174.9,0.4900000000000305,343.5599999999998,25674.0,61.38000000000011,917.8399999999999,62.2040000000015,257.1,2.1400000000000086,256.4,3.2799999999999576,216.2,1.0900000000000296,343.5599999999998,25674.0,51.07000000000011
2011-10-08,919.3,70.34,359.0,4.9,359.0,5.8,359.0,4.4,343.56,25674.0,53.8,916.2,56.3,0.0,0.1,0.0,0.1,0.0,0.0,343.56,25674.0,23.3,919.0000000000006,63.46400000000148,96.0,0.3500000000000104,105.0,0.5499999999999634,124.7,0.17000000000002724,343.5599999999998,25674.0,28.430000000000025,916.9700000000005,66.34400000000167,280.4,1.9600000000000102,237.2,2.8799999999999617,250.5,0.9200000000000287,343.5599999999998,25674.0,34.91000000000003
2011-10-09,917.5,72.5,359.0,8.5,359.0,10.5,359.0,7.1,343.56,25674.0,34.2,914.2,61.16,0.0,0.1,0.0,0.3,0.0,0.0,343.56,25674.0,21.6,917.2300000000008,64.38200000000164,28.0,1.6800000000000075,40.2,2.0899999999999688,46.7,1.2800000000000256,343.5599999999998,25674.0,27.160000000000036,914.8399999999999,69.18800000000154,285.4,3.3700000000000045,316.6,4.7199999999999696,257.7,1.8700000000000276,343.5599999999998,25674.0,28.840000000000042
2011-10-10,916.5,72.14,359.0,4.8,359.0,6.3,359.0,3.9,343.56,25674.0,39.9,914.4,61.52,0.0,0.1,0.0,0.2,0.0,0.0,343.56,25674.0,24.5,916.1800000000012,67.74800000000155,51.5,1.3200000000000067,66.2,1.5899999999999648,38.6,1.08000000000003,343.5599999999998,25674.0,26.75000000000004,915.2100000000012,68.52200000000167,318.9,2.1100000000000056,211.5,3.189999999999969,293.4,1.3200000000000305,343.5599999999998,25674.0,37.42000000000004
2011-10-11,915.5,78.98,359.0,5.9,359.0,6.3,359.0,5.4,343.56,25674.0,38.0,913.8,64.04,0.0,0.1,0.0,0.2,0.0,0.0,343.56,25674.0,21.2,915.2999999999998,69.53000000000145,74.5,0.5800000000000085,95.3,0.7499999999999681,89.7,0.43000000000003136,343.5599999999998,25674.0,23.64000000000003,914.0000000000006,77.16200000000141,203.6,2.550000000000006,214.0,3.0699999999999665,189.9,2.070000000000032,343.5599999999998,25674.0,31.640000000000036
2011-10-12,916.4,90.68,355.0,7.5,356.0,8.8,359.0,6.9,343.56,25674.0,27.2,914.4,74.3,2.0,0.2,4.0,0.4,0.0,0.1,343.56,25674.0,12.7,916.1000000000009,82.45400000000117,180.7,1.5900000000000074,210.8,2.369999999999968,146.6,0.8400000000000306,343.5599999999998,25674.0,19.34000000000008,914.640000000001,89.24000000000119,43.6,3.760000000000012,69.9,5.509999999999968,45.8,1.9700000000000284,343.5599999999998,25674.0,13.480000000000079
2011-10-13,916.3,89.96,359.0,8.6,359.0,10.1,359.0,7.5,343.56,25674.0,21.9,913.7,75.02,0.0,0.1,0.0,0.2,0.0,0.0,343.56,25674.0,10.4,916.140000000001,84.0200000000011,37.5,1.1200000000000034,48.7,1.2999999999999718,27.1,0.930000000000031,343.5599999999998,25674.0,13.74000000000009,913.8399999999999,83.98400000000107,209.0,5.2200000000000015,219.3,5.9499999999999735,199.5,4.49000000000003,343.5599999999998,25674.0,17.450000000000113
2011-10-14,915.8,79.52,359.0,6.8,358.0,7.1,359.0,6.4,343.56,25674.0,52.0,913.7,69.08,0.0,0.0,0.0,0.1,0.0,0.0,343.56,25674.0,16.1,915.6000000000009,76.28000000000112,188.4,0.8300000000000018,173.8,1.059999999999975,163.5,0.6100000000000296,343.5599999999998,25674.0,21.610000000000113,914.29,74.17400000000124,199.4,2.1900000000000017,212.9,2.639999999999976,183.7,1.600000000000025,343.5599999999998,25674.0,43.05000000000014
2011-10-15,917.1,76.28,358.0,5.5,357.0,7.0,359.0,4.8,343.56,25674.0,54.0,914.6,66.38,0.0,0.1,0.0,0.1,0.0,0.0,343.56,25674.0,22.3,916.5100000000006,75.47000000000129,137.7,0.4699999999999983,180.5,0.7199999999999829,194.5,0.2500000000000198,343.5599999999998,25674.0,26.94000000000015,915.9000000000002,74.22800000000136,206.2,2.270000000000001,224.0,2.8699999999999823,190.7,1.5300000000000182,343.5599999999998,25674.0,37.420000000000144
2011-10-16,919.4,80.78,359.0,4.3,359.0,5.0,359.0,3.7,343.56,25674.0,49.7,916.7,68.36,0.0,0.1,0.0,0.2,0.0,0.0,343.56,25674.0,11.8,918.7800000000001,73.14800000000147,36.3,1.0199999999999985,46.7,1.2399999999999802,26.0,0.7900000000000198,343.5599999999998,25674.0,26.27000000000014,918.2000000000013,78.4580000000014,243.6,1.2499999999999987,255.5,1.9399999999999835,202.2,0.6300000000000187,343.5599999999998,25674.0,29.890000000000168
2011-10-17,920.7,78.8,359.0,6.3,359.0,6.9,359.0,5.7,343.56,25674.0,39.1,918.5,69.98,0.0,0.2,1.0,0.3,0.0,0.0,343.56,25674.0,15.8,920.5300000000007,73.7240000000015,24.9,0.7499999999999982,48.2,0.959999999999984,179.5,0.5400000000000168,343.5599999999998,25674.0,27.35000000000022,918.9500000000004,75.84800000000148,217.1,3.729999999999997,228.1,4.429999999999986,203.2,3.0700000000000176,343.5599999999998,25674.0,29.95000000000025
2011-10-18,919.7,79.7,359.0,5.3,359.0,5.9,359.0,4.6,343.56,25674.0,53.0,916.2,69.8,0.0,0.3,0.0,0.5,0.0,0.1,343.56,25674.0,20.4,919.6500000000011,77.03600000000145,70.6,1.7099999999999973,85.5,2.129999999999984,53.7,1.2000000000000146,343.5599999999998,25674.0,22.07000000000023,917.4000000000002,79.08800000000141,214.4,2.730000000000002,230.1,3.2799999999999834,198.8,1.8900000000000134,343.5599999999998,25674.0,32.13000000000024
2011-10-19,916.2,79.52,359.0,4.1,359.0,5.0,359.0,3.4,343.56,25674.0,56.2,914.5,65.12,0.0,0.1,1.0,0.2,0.0,0.0,343.56,25674.0,14.4,916.140000000001,73.83200000000127,17.3,0.8100000000000012,46.2,1.0499999999999836,276.3,0.5400000000000145,343.5599999999998,25674.0,25.650000000000215,914.79,70.73600000000127,275.4,1.230000000000002,252.0,1.8099999999999838,228.7,0.600000000000014,343.5599999999998,25674.0,28.00000000000022
2011-10-20,918.2,69.26,356.0,6.7,352.0,7.8,357.0,5.9,343.56,25674.0,91.5,914.8,52.16,0.0,0.1,1.0,0.2,2.0,0.0,343.56,25674.0,24.3,916.4900000000005,67.29800000000134,166.1,2.460000000000003,183.1,3.1699999999999853,150.2,1.6500000000000175,343.5599999999998,25674.0,25.52000000000024,916.2999999999998,63.734000000001345,200.9,3.9600000000000057,212.6,4.7299999999999836,189.2,3.380000000000013,343.5599999999998,25674.0,57.18000000000021
2011-10-21,919.4,71.96,359.0,7.0,357.0,8.0,359.0,6.5,343.56,25674.0,91.9,917.2,50.0,0.0,0.1,0.0,0.2,0.0,0.0,343.56,25674.0,24.5,919.1000000000009,64.32800000000165,26.9,2.080000000000004,40.3,2.50999999999998,50.2,1.5900000000000118,343.5599999999998,25674.0,31.11000000000022,918.2000000000013,67.80200000000168,207.8,1.4700000000000046,201.6,1.9899999999999813,185.9,0.9500000000000128,343.5599999999998,25674.0,55.14000000000019
2011-10-22,920.1,84.02,359.0,5.6,359.0,6.7,359.0,5.1,343.56,25674.0,35.1,917.3,70.16,0.0,0.1,0.0,0.3,0.0,0.0,343.56,25674.0,22.1,919.7999999999998,75.27200000000161,65.6,2.1700000000000097,82.2,2.919999999999984,44.5,1.3500000000000139,343.5599999999998,25674.0,27.300000000000175,917.8399999999999,79.73600000000155,222.7,1.4600000000000093,94.8,1.8299999999999834,210.3,1.0600000000000156,343.5599999999998,25674.0,27.7000000000002
2011-10-23,918.6,82.76,359.0,5.0,359.0,5.8,358.0,4.4,343.56,25674.0,48.8,916.4,69.26,0.0,0.1,0.0,0.2,0.0,0.0,343.56,25674.0,14.8,918.2999999999998,78.85400000000153,88.4,1.2700000000000098,108.4,1.7599999999999827,64.9,0.8100000000000179,343.5599999999998,25674.0,15.770000000000172,916.5700000000008,73.38200000000158,214.0,2.5100000000000087,220.2,2.999999999999982,206.3,2.0600000000000174,343.5599999999998,25674.0,44.520000000000195
2011-10-24,919.1,72.86,258.0,6.4,323.0,7.1,355.0,5.9,344.18,26254.0,91.4,916.8,52.34,8.0,0.1,26.0,0.2,3.0,0.0,343.56,25674.0,19.6,918.7700000000002,68.64800000000153,160.3,0.9600000000000118,198.4,1.3199999999999843,125.8,0.6100000000000179,343.5599999999998,25674.0,34.080000000000204,917.5000000000006,65.66000000000149,190.0,2.8500000000000134,201.2,3.4699999999999847,178.8,2.2200000000000224,344.1799999999994,26254.0,63.10000000000018
2011-10-25,920.0,57.2,351.0,18.0,359.0,20.0,348.0,16.6,344.18,26254.0,91.9,916.8,48.2,6.0,0.1,0.0,0.2,2.0,0.0,344.18,26254.0,65.0,919.2300000000008,52.84400000000147,205.6,3.260000000000017,214.5,3.6799999999999855,197.8,2.9100000000000215,344.1799999999994,26254.0,80.93000000000018,917.640000000001,55.40000000000144,257.4,2.0100000000000153,289.7,2.8499999999999908,221.6,1.080000000000024,344.1799999999994,26254.0,71.77000000000018
2011-10-26,918.3,60.26,359.0,6.5,359.0,7.7,359.0,5.6,344.18,26254.0,92.2,915.8,48.92,0.0,0.1,0.0,0.2,0.0,0.0,344.18,26254.0,15.5,918.1000000000009,49.94600000000237,124.3,0.6500000000000175,144.1,0.9999999999999923,151.8,0.3400000000000246,344.1799999999994,26254.0,91.87000000000015,916.4800000000005,57.50600000000227,309.8,1.7800000000000167,229.5,2.35999999999999,276.6,1.2100000000000244,344.1799999999994,26254.0,67.64000000000017
2011-10-27,918.4,67.1,359.0,8.9,359.0,11.0,358.0,7.2,344.18,26254.0,34.8,916.2,53.78,0.0,0.2,0.0,0.4,1.0,0.1,344.18,26254.0,12.2,917.4400000000003,58.51400000000232,55.1,4.4800000000000155,69.6,5.679999999999987,41.1,3.4700000000000193,344.1799999999994,26254.0,13.880000000000184,916.3399999999999,65.4620000000023,292.0,1.5700000000000145,261.6,2.309999999999986,254.4,1.0100000000000207,344.1799999999994,26254.0,25.930000000000184
2011-10-28,919.9,73.22,359.0,6.2,359.0,6.9,359.0,5.4,344.18,26254.0,26.7,916.8,57.2,0.0,0.1,0.0,0.2,0.0,0.0,344.18,26254.0,9.7,919.2999999999998,63.608000000002406,171.9,1.8700000000000156,194.0,2.5699999999999847,148.8,1.030000000000022,344.1799999999994,26254.0,18.530000000000207,918.1000000000009,71.67200000000233,197.9,1.310000000000019,150.0,2.059999999999981,150.9,0.48000000000002113,344.1799999999994,26254.0,20.020000000000213
2011-10-29,919.8,75.38,359.0,6.3,359.0,7.4,359.0,5.4,344.18,26254.0,28.2,917.5,62.78,0.0,0.2,0.0,0.4,0.0,0.0,344.18,26254.0,13.1,919.3900000000001,67.06400000000227,170.8,2.4400000000000146,190.5,3.069999999999986,155.7,1.660000000000021,344.1799999999994,26254.0,20.18000000000024,917.79,73.16600000000227,274.4,1.6800000000000133,260.9,2.2699999999999863,251.5,1.190000000000016,344.1799999999994,26254.0,25.14000000000025
2011-10-30,920.1,78.8,359.0,6.5,359.0,8.1,359.0,5.9,344.18,26254.0,23.2,917.8,66.92,0.0,0.1,0.0,0.3,0.0,0.0,344.18,26254.0,8.2,919.4600000000004,71.81600000000226,56.7,3.9400000000000146,74.6,4.989999999999986,36.9,2.8600000000000123,344.1799999999994,26254.0,10.40000000000028,918.3399999999999,75.36200000000228,209.1,4.700000000000015,219.5,5.459999999999986,198.9,3.970000000000014,344.1799999999994,26254.0,16.43000000000027
2011-10-31,919.3,77.54,359.0,5.7,359.0,6.2,359.0,5.3,344.18,26254.0,22.5,916.2,66.74,0.0,0.1,0.0,0.3,0.0,0.0,344.18,26254.0,9.5,918.7000000000013,74.44400000000213,181.0,0.41000000000001247,127.6,0.599999999999987,265.5,0.2500000000000183,344.1799999999994,26254.0,12.720000000000269,916.2999999999998,76.42400000000211,258.6,1.7300000000000118,285.0,2.3799999999999892,218.9,1.0000000000000173,344.1799999999994,26254.0,15.130000000000269
